timestamp,substrate_temp_c
2026-05-25 23:25:32.269,22.75
2026-05-25 23:25:38.175,22.75
2026-05-25 23:25:44.079,22.75
2026-05-25 23:25:49.983,22.75
2026-05-25 23:25:55.886,22.75
2026-05-25 23:26:01.791,22.75
2026-05-25 23:26:07.694,22.6875
2026-05-25 23:26:13.598,22.75
2026-05-25 23:26:19.502,22.6875
2026-05-25 23:26:25.406,22.6875
2026-05-25 23:26:31.312,22.6875
2026-05-25 23:26:37.218,22.75
2026-05-25 23:26:43.122,22.75
2026-05-25 23:26:49.025,22.6875
2026-05-25 23:26:54.931,22.75
2026-05-25 23:27:00.838,22.75
2026-05-25 23:27:06.742,22.75
2026-05-25 23:27:12.648,22.6875
2026-05-25 23:27:18.553,22.75
2026-05-25 23:27:24.458,22.6875
2026-05-25 23:27:30.363,22.75
2026-05-25 23:27:36.267,22.6875
2026-05-25 23:27:42.170,22.6875
2026-05-25 23:27:48.074,22.6875
2026-05-25 23:27:53.979,22.6875
2026-05-25 23:27:59.882,22.6875
2026-05-25 23:28:05.789,22.6875
2026-05-25 23:28:11.694,22.6875
2026-05-25 23:28:17.600,22.6875
2026-05-25 23:28:23.507,22.6875
2026-05-25 23:28:29.411,22.6875
2026-05-25 23:28:35.317,22.6875
2026-05-25 23:28:41.220,22.6875
2026-05-25 23:28:47.124,22.6875
2026-05-25 23:28:53.028,22.6875
2026-05-25 23:28:58.932,22.75
2026-05-25 23:29:04.837,22.6875
2026-05-25 23:29:10.741,22.75
2026-05-25 23:29:16.647,22.6875
2026-05-25 23:29:22.552,22.6875
2026-05-25 23:29:28.457,22.6875
2026-05-25 23:29:34.361,22.75
2026-05-25 23:29:40.267,22.6875
2026-05-25 23:29:46.173,22.75
2026-05-25 23:29:52.080,22.75
2026-05-25 23:29:57.986,22.6875
2026-05-25 23:30:03.892,22.75
2026-05-25 23:30:09.795,22.6875
2026-05-25 23:30:15.699,22.6875
2026-05-25 23:30:21.604,22.6875
2026-05-25 23:30:27.507,22.75
2026-05-25 23:30:33.413,22.75
2026-05-25 23:30:39.319,22.6875
2026-05-25 23:30:45.226,22.6875
2026-05-25 23:30:51.129,22.75
2026-05-25 23:30:57.033,22.6875
2026-05-25 23:31:02.936,22.75
2026-05-25 23:31:08.840,22.6875
2026-05-25 23:31:14.745,22.75
2026-05-25 23:31:20.648,22.6875
2026-05-25 23:31:26.554,22.6875
2026-05-25 23:31:32.460,22.6875
2026-05-25 23:31:38.366,22.6875
2026-05-25 23:31:44.273,22.75
2026-05-25 23:31:50.179,22.75
2026-05-25 23:31:56.082,22.6875
2026-05-25 23:32:01.986,22.6875
2026-05-25 23:32:07.890,22.6875
2026-05-25 23:32:13.794,22.75
2026-05-25 23:32:19.698,22.75
2026-05-25 23:32:25.602,22.6875
2026-05-25 23:32:31.505,22.75
2026-05-25 23:32:37.409,22.75
2026-05-25 23:32:43.313,22.75
2026-05-25 23:32:49.217,22.75
2026-05-25 23:32:55.121,22.75
2026-05-25 23:33:01.024,22.6875
2026-05-25 23:33:06.928,22.75
2026-05-25 23:33:12.833,22.75
2026-05-25 23:33:18.736,22.6875
2026-05-25 23:33:24.640,22.75
2026-05-25 23:33:30.543,22.75
2026-05-25 23:33:36.449,22.75
2026-05-25 23:33:42.356,22.75
2026-05-25 23:33:48.259,22.75
2026-05-25 23:33:54.165,22.75
2026-05-25 23:34:00.068,22.6875
2026-05-25 23:34:05.973,22.6875
2026-05-25 23:34:11.877,22.75
2026-05-25 23:34:17.780,22.75
2026-05-25 23:34:23.686,22.6875
2026-05-25 23:34:29.590,22.75
2026-05-25 23:34:35.495,22.75
2026-05-25 23:34:41.400,22.6875
2026-05-25 23:34:47.306,22.75
2026-05-25 23:34:53.210,22.75
2026-05-25 23:34:59.116,22.75
2026-05-25 23:35:05.022,22.6875
2026-05-25 23:35:10.928,22.75
2026-05-25 23:35:16.833,22.75
2026-05-25 23:35:22.737,22.75
2026-05-25 23:35:28.642,22.75
2026-05-25 23:35:34.547,22.75
2026-05-25 23:35:40.451,22.75
2026-05-25 23:35:46.357,22.75
2026-05-25 23:35:52.260,22.75
2026-05-25 23:35:58.164,22.75
2026-05-25 23:36:04.069,22.75
2026-05-25 23:36:09.972,22.75
2026-05-25 23:36:15.876,22.6875
2026-05-25 23:36:21.781,22.75
2026-05-25 23:36:27.687,22.75
2026-05-25 23:36:33.591,22.75
2026-05-25 23:36:39.495,22.75
2026-05-25 23:36:45.401,22.75
2026-05-25 23:36:51.307,22.75
2026-05-25 23:36:57.211,22.75
2026-05-25 23:37:03.115,22.75
2026-05-25 23:37:09.019,22.75
2026-05-25 23:37:14.925,22.75
2026-05-25 23:37:20.831,22.75
2026-05-25 23:37:26.738,22.75
2026-05-25 23:37:32.643,22.6875
2026-05-25 23:37:38.549,22.75
2026-05-25 23:37:44.455,22.75
2026-05-25 23:37:50.359,22.75
2026-05-25 23:37:56.263,22.75
2026-05-25 23:38:02.169,22.75
2026-05-25 23:38:08.075,22.75
2026-05-25 23:38:13.979,22.75
2026-05-25 23:38:19.882,22.75
2026-05-25 23:38:25.787,22.6875
2026-05-25 23:38:31.693,22.75
2026-05-25 23:38:37.597,22.6875
