time,ens_eco2_ppm
2026-05-25T22:19:09.3980000,432
2026-05-25T22:19:10.4380000,434
2026-05-25T22:19:11.4790000,430
2026-05-25T22:19:12.5200000,436
2026-05-25T22:19:13.5710000,435
2026-05-25T22:19:14.6120000,431
2026-05-25T22:19:15.6530000,419
2026-05-25T22:19:16.6930000,448
2026-05-25T22:19:17.7340000,426
2026-05-25T22:19:18.7850000,417
2026-05-25T22:19:19.8260000,430
2026-05-25T22:19:20.8630000,436
2026-05-25T22:19:21.9040000,426
2026-05-25T22:19:22.9550000,421
2026-05-25T22:19:23.9960000,435
2026-05-25T22:19:25.0370000,435
2026-05-25T22:19:26.0780000,429
2026-05-25T22:19:27.1180000,426
2026-05-25T22:19:28.1590000,433
2026-05-25T22:19:29.2100000,433
2026-05-25T22:19:30.2510000,424
2026-05-25T22:19:31.2920000,411
2026-05-25T22:19:32.3330000,430
2026-05-25T22:19:33.3740000,431
2026-05-25T22:19:34.4250000,420
2026-05-25T22:19:35.4660000,434
2026-05-25T22:19:36.5060000,429
2026-05-25T22:19:37.5470000,437
2026-05-25T22:19:38.5880000,429
2026-05-25T22:19:39.6290000,439
2026-05-25T22:19:40.6800000,429
2026-05-25T22:19:41.7210000,431
2026-05-25T22:19:42.7620000,436
2026-05-25T22:19:43.8030000,440
2026-05-25T22:19:44.8430000,420
2026-05-25T22:19:45.8840000,416
2026-05-25T22:19:46.9360000,451
2026-05-25T22:19:47.9690000,415
2026-05-25T22:19:49.0210000,439
2026-05-25T22:19:50.0610000,432
2026-05-25T22:19:51.1020000,420
2026-05-25T22:19:52.1430000,433
2026-05-25T22:19:53.1840000,425
2026-05-25T22:19:54.2350000,424
2026-05-25T22:19:55.2760000,431
2026-05-25T22:19:56.3170000,435
2026-05-25T22:19:57.3570000,431
2026-05-25T22:19:58.3980000,416
2026-05-25T22:19:59.4390000,430
2026-05-25T22:20:00.4900000,440
2026-05-25T22:20:01.5240000,435
2026-05-25T22:20:02.5760000,418
2026-05-25T22:20:03.6160000,418
2026-05-25T22:20:04.6570000,429
2026-05-25T22:20:05.6980000,433
2026-05-25T22:20:06.7390000,426
2026-05-25T22:20:07.7790000,413
2026-05-25T22:20:08.8300000,410
2026-05-25T22:20:09.8710000,422
2026-05-25T22:20:10.9120000,423
2026-05-25T22:20:11.9550000,437
2026-05-25T22:20:12.9960000,427
2026-05-25T22:20:14.0370000,438
2026-05-25T22:20:15.0880000,441
2026-05-25T22:20:16.1220000,434
2026-05-25T22:20:17.1730000,442
2026-05-25T22:20:18.2140000,434
2026-05-25T22:20:19.2540000,429
2026-05-25T22:20:20.2950000,433
2026-05-25T22:20:21.3360000,431
2026-05-25T22:20:22.3770000,427
2026-05-25T22:20:23.4280000,413
2026-05-25T22:20:24.4690000,410
2026-05-25T22:20:25.5100000,427
2026-05-25T22:20:26.5500000,433
2026-05-25T22:20:27.5910000,422
2026-05-25T22:20:28.6320000,434
2026-05-25T22:20:29.6760000,442
2026-05-25T22:20:30.7270000,432
2026-05-25T22:20:31.7680000,431
2026-05-25T22:20:32.8090000,430
2026-05-25T22:20:33.8500000,426
2026-05-25T22:20:34.8900000,426
2026-05-25T22:20:35.9310000,438
2026-05-25T22:20:36.9820000,420
2026-05-25T22:20:38.0230000,430
2026-05-25T22:20:39.0640000,424
2026-05-25T22:20:40.1050000,423
2026-05-25T22:20:41.1450000,436
2026-05-25T22:20:42.1860000,415
2026-05-25T22:20:43.2300000,422
2026-05-25T22:20:44.2820000,430
2026-05-25T22:20:45.3220000,429
2026-05-25T22:20:46.3630000,431
2026-05-25T22:20:47.4040000,422
2026-05-25T22:20:48.4450000,429
2026-05-25T22:20:49.4850000,434
2026-05-25T22:20:50.5370000,426
2026-05-25T22:20:51.5780000,420
2026-05-25T22:20:52.6180000,423
2026-05-25T22:20:53.6590000,432
2026-05-25T22:20:54.7000000,420
2026-05-25T22:20:55.7410000,424
2026-05-25T22:20:56.7920000,434
2026-05-25T22:20:57.8290000,423
2026-05-25T22:20:58.8700000,426
2026-05-25T22:20:59.9110000,422
2026-05-25T22:21:00.9620000,413
2026-05-25T22:21:02.0030000,419
2026-05-25T22:21:03.0440000,430
2026-05-25T22:21:04.0850000,430
2026-05-25T22:21:05.1250000,420
2026-05-25T22:21:06.1770000,427
2026-05-25T22:21:07.2180000,425
2026-05-25T22:21:08.2580000,445
2026-05-25T22:21:09.2990000,429
2026-05-25T22:21:10.3400000,435
2026-05-25T22:21:11.3840000,429
2026-05-25T22:21:12.4250000,440
2026-05-25T22:21:13.4660000,424
2026-05-25T22:21:14.5170000,435
2026-05-25T22:21:15.5580000,437
2026-05-25T22:21:16.5990000,428
2026-05-25T22:21:17.6390000,424
2026-05-25T22:21:18.6800000,420
2026-05-25T22:21:19.7310000,421
2026-05-25T22:21:20.7720000,424
2026-05-25T22:21:21.8130000,419
2026-05-25T22:21:22.8540000,434
2026-05-25T22:21:23.8950000,431
2026-05-25T22:21:24.9390000,427
2026-05-25T22:21:25.9800000,419
2026-05-25T22:21:27.0210000,429
2026-05-25T22:21:28.0720000,433
2026-05-25T22:21:29.1130000,433
2026-05-25T22:21:30.1540000,414
2026-05-25T22:21:31.1950000,433
2026-05-25T22:21:32.2350000,420
2026-05-25T22:21:33.2870000,430
2026-05-25T22:21:34.3270000,445
2026-05-25T22:21:35.3680000,423
2026-05-25T22:21:36.4090000,440
2026-05-25T22:21:37.4500000,429
2026-05-25T22:21:38.4910000,437
2026-05-25T22:21:39.5380000,427
2026-05-25T22:21:40.5790000,428
2026-05-25T22:21:41.6200000,422
2026-05-25T22:21:42.6710000,444
2026-05-25T22:21:43.7120000,432
2026-05-25T22:21:44.7530000,412
2026-05-25T22:21:45.7940000,431
2026-05-25T22:21:46.8340000,420
2026-05-25T22:21:47.8750000,431
2026-05-25T22:21:48.9260000,428
2026-05-25T22:21:49.9670000,422
2026-05-25T22:21:51.0080000,430
2026-05-25T22:21:52.0480000,421
2026-05-25T22:21:53.0930000,425
2026-05-25T22:21:54.1340000,428
2026-05-25T22:21:55.1740000,410
2026-05-25T22:21:56.2260000,425
2026-05-25T22:21:57.2660000,432
2026-05-25T22:21:58.3070000,431
2026-05-25T22:21:59.3480000,432
2026-05-25T22:22:00.3890000,430
2026-05-25T22:22:01.4300000,430
2026-05-25T22:22:02.4810000,423
2026-05-25T22:22:03.5220000,425
2026-05-25T22:22:04.5620000,425
2026-05-25T22:22:05.6030000,411
2026-05-25T22:22:06.6470000,420
2026-05-25T22:22:07.6880000,420
2026-05-25T22:22:08.7290000,432
2026-05-25T22:22:09.7800000,439
2026-05-25T22:22:10.8200000,425
2026-05-25T22:22:11.8610000,433
2026-05-25T22:22:12.9020000,423
2026-05-25T22:22:13.9430000,433
2026-05-25T22:22:14.9940000,427
2026-05-25T22:22:16.0350000,426
2026-05-25T22:22:17.0760000,426
2026-05-25T22:22:18.1160000,423
2026-05-25T22:22:19.1570000,431
2026-05-25T22:22:20.2020000,421
2026-05-25T22:22:21.2420000,432
